source	heading	target
verify/12-canvas2d-and-images.verify.md	Missing but important 2. `PointerEvent.getPredictedEvents()` for crosshair and drawing latency	-> js-events-and-input.md (EVT-04)
verify/12-canvas2d-and-images.verify.md	Missing but important 3. 2D `contextlost` handler rules	CNV-23
verify/12-canvas2d-and-images.verify.md	Missing but important 4. Safari canvas readback noise	dropped: Safari-only detail; CNV-14 keeps the general privacy-noise caveat
verify/12-canvas2d-and-images.verify.md	Missing but important 5. iOS jetsam as the canvas-memory failure mode	dropped: iOS-only; Chromium-only target
01-critical-rendering-path.md	(b) The update frame after load (one rendering opportunity)	-> pipeline.md (§C); CNV-01 and CNV-02 rely on its order
01-critical-rendering-path.md	Write visual updates inside requestAnimationFrame and drive motion by its timestamp	CNV-01, CNV-03
01-critical-rendering-path.md	Render on demand: stop rAF loops when nothing changes or the page is hidden	CNV-02, CNV-20
01-critical-rendering-path.md	Size canvases from ResizeObserver; do not resize the observed box in its callback	CNV-04
01-critical-rendering-path.md	Treat IntersectionObserver callbacks as next-task, and use them to pause off-screen work	CNV-20 (verify/01 run2-new corrected: IntersectionObserver sees neither occlusion nor a hidden tab, so CNV-20 also listens for visibilitychange)
01-critical-rendering-path.md	Move heavy canvas or WebGL drawing off the main thread with OffscreenCanvas	CNV-18
01-critical-rendering-path.md	Keep preserveDrawingBuffer false for WebGL charts	-> gpu-webgl-webgpu.md (GPU-02)
01-critical-rendering-path.md	Decode large images before they enter the frame	-> html-media-and-fonts.md (MEDIA-06)
05-css-rendering.md	Stop canvas and WebGL render loops for charts that the browser skips	CNV-20 (verify/05 verified; the chart-library freeze option -> scichart.md)
05-css-rendering.md	Make repaint areas small and separate	-> css-rendering.md (CSS-15)
05-css-rendering.md	Do not repaint blur effects often (box-shadow, filter blur, text-shadow)	-> css-rendering.md (CSS-02)
05-css-rendering.md	Do not place `backdrop-filter` over content that changes every frame	-> css-rendering.md (CSS-02); the CNV checklist points to it
05-css-rendering.md	Do not wrap animated layers or canvases in rounded `overflow: hidden` clips without need	-> css-rendering.md (CSS-07); the CNV checklist points to it
05-css-rendering.md	Do not animate large gradient or image backgrounds, and do not ship oversized images	-> css-rendering.md (CSS-15)
05-css-rendering.md	Use `image-rendering: pixelated` for deliberately upscaled low-resolution canvases	-> css-rendering.md (CSS-25); CNV-05 points to it
06-js-event-loop-and-scheduling.md	Coalesce high-frequency inputs and data into one rAF per frame	CNV-01; the handler side -> js-events-and-input.md (EVT-03)
06-js-event-loop-and-scheduling.md	Drive animation from the rAF timestamp, never from an assumed 16.7 ms	CNV-03
06-js-event-loop-and-scheduling.md	Stop rAF loops when nothing changes (render on demand)	CNV-02
06-js-event-loop-and-scheduling.md	Keep rAF callbacks to visual work only	CNV-03
06-js-event-loop-and-scheduling.md	To run code after the next paint, use rAF then a task, not a double rAF	CNV-03 (the pattern); the primitive map -> js-scheduling-and-workers.md
06-js-event-loop-and-scheduling.md	Prefer CSS or Web Animations for declarative motion	-> css-rendering.md (CSS-16)
06-js-event-loop-and-scheduling.md	Read element sizes from ResizeObserver/IntersectionObserver instead of forcing layout	CNV-04 (canvas sizing); cached rects -> js-events-and-input.md (EVT-08)
06-js-event-loop-and-scheduling.md	Do not change observed sizes inside a ResizeObserver callback without a guard	CNV-04 (Avoid)
06-js-event-loop-and-scheduling.md	On visibilitychange to hidden, stop rendering work and flush state; on visible, render once from the latest state	CNV-20 (drawing); state and feed -> js-lifecycle-and-memory.md (LIFE-06)
06-js-event-loop-and-scheduling.md	Pause off-screen heavy renderers	CNV-20 (verify/06 corrected: containment stays on while the region is visible; stated in CNV-20 Avoid)
07-js-web-apis.md	Render canvases from a worker with OffscreenCanvas when the renderer supports it	CNV-18 (verify/07 corrected the WebGPU-in-worker status, which the rule does not use)
07-js-web-apis.md	Decode images off the main thread with createImageBitmap(blob), and close() them	CNV-19 (verify/07 corrected: `imageOrientation` is `from-image` or `flipY`)
07-js-web-apis.md	Size canvases from ResizeObserver, preferring device-pixel-content-box	CNV-04
07-js-web-apis.md	Replace scroll/resize polling with IntersectionObserver, and pause off-screen charts	CNV-20; polling -> js-events-and-input.md (EVT-08)
07-js-web-apis.md	Stop render loops and polling while the page is hidden; resync on return	CNV-20 (loops); polling and resync -> js-live-data-and-network.md (DATA-10)
15-gaps-round-1.md	Pause off-screen chart panes with `contentvisibilityautostatechange`, gate it with `CSS.supports`, and keep an IntersectionObserver fallback	CNV-20 (the `CSS.supports` gate is left out: Chromium-only target) (late check: corrected; CNV-20 fixed)
15-gaps-round-1.md	Apply GPU decimation rules to custom renderers only; ... (heading shortened)	CNV-21 (custom renderers); the chart-library resampler part -> scichart.md
15-gaps-round-1.md	Write a degradation policy for every streaming view, driven by measured frame time, and show when the view is degraded	-> js-live-data-and-network.md (DATA-11) (late check: corrected; DATA-11 example fixed)
15-gaps-round-1.md	Budget each frame against the refresh interval and each task against about 50 ms	-> SKILL.md budgets and js-scheduling-and-workers.md (TASK-01)
15-gaps-round-2.md	Give each element one animation owner, and give every rAF loop a stop condition	CNV-02 (loop exits); one animation owner -> css-rendering.md (CSS-18)
16-explore-fast-batch-01.md	Remember that a font downloads only when rendered content uses it, and load canvas-chart fonts explicitly	CNV-15 (canvas fonts); unused `@font-face` -> html-media-and-fonts.md
16-explore-fast-batch-02.md	Keep `requestAnimationFrame` callbacks to visual writes only	CNV-03 (late check: corrected; no rule change needed)
16-explore-fast-batch-03.md	Keep `requestAnimationFrame` and `ResizeObserver` callbacks to the work the next frame needs	CNV-03, CNV-04 (late check: corrected; no rule change needed)
16-explore-fast-batch-03.md	Do not count on a `<canvas>` chart to be the LCP element. Measure chart readiness with your own mark	-> measure.md (late check: corrected; no rule change needed)
16-explore-fast-batch-04.md	Add a custom "first chart frame" metric, because canvas and WebGL content is not an LCP candidate	-> measure.md
16-explore-fast-batch-05.md	Budget raster pixels by DPR squared	-> html-media-and-fonts.md (MEDIA-03); its canvas caveat backs CNV-05
18-skills-survey-github.md	OpenAI — build-web-data-visualization / backing-store memory = CSS width × CSS height × DPR² × 4 × layers × instances	CNV-05 (unchecked)
18-skills-survey-github.md	OpenAI — build-web-data-visualization / separate layers; hover and drag previews redraw only the overlay	CNV-07 (unchecked)
18-skills-survey-github.md	OpenAI — build-web-data-visualization / cull, decimate, coalesce `pointermove` to one rAF	CNV-21, CNV-01 (unchecked)
18-skills-survey-github.md	OpenAI — build-web-data-visualization / renderer choice first (SVG/HTML vs Canvas2D vs WebGL)	CNV-21 (unchecked)
18-skills-survey-github.md	OpenAI — build-web-data-visualization / `willReadFrequently` only on readback canvases; `alpha: false` on opaque canvases	CNV-17 (unchecked)
18-skills-survey-github.md	cazala — webgpu-skill / size the backing store from CSS size × DPR, clamp, skip no-op assignments	CNV-04, CNV-05 (unchecked)
18-skills-survey-github.md	cazala — webgpu-skill / test zero-size or hidden startup, DPR change, background tab, teardown	CNV-06, CNV-20, CNV-02 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 1. Canvas backing store = CSS size × DPR, clamped, set only on change; budget its memory	CNV-04, CNV-05 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 2. Split layers by change rate; hover redraws only the overlay	CNV-07 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 6. Pause hidden work	CNV-20, CNV-02 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 8. Reduce marks before tuning draws	CNV-21, CNV-09 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 9. Context flags on purpose	CNV-17 (unchecked)
18-skills-survey-web.md	Chrome team: Modern Web Guidance / pause canvas, WebGL and polling work on `contentvisibilityautostatechange`, listening on the element itself	CNV-20 (unchecked)
18-skills-survey-web.md	Chrome team: Modern Web Guidance / size a canvas from a ResizeObserver with `device-pixel-content-box`	CNV-04 (the fallback is left out: Chromium-only target) (unchecked)
18-skills-survey-web.md	Mapbox: mapbox-web-performance-patterns / pick the rendering path by count	CNV-21 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 1. Pause off-screen renderers	CNV-20 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 7. Size a custom canvas in device pixels	CNV-04 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 8. Update GPU-drawn text only on change	-> gpu-webgl-webgpu.md (GPU-24); CNV-16 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 11. Treat DPR, antialias and `preserveDrawingBuffer` as costs	CNV-05 (DPR); antialias and `preserveDrawingBuffer` -> gpu-webgl-webgpu.md (GPU-02) (unchecked)
10-gpu-webgl.md	Create a WebGL2 context and treat WebGL1 as the fallback	GPU-01
10-gpu-webgl.md	Request only the drawing-buffer features you use (depth, stencil, antialias)	GPU-02
10-gpu-webgl.md	Keep preserveDrawingBuffer false and read the canvas in the same task as the draw	GPU-02
10-gpu-webgl.md	Keep alpha: true and write opaque alpha instead of reaching for alpha: false	GPU-02
10-gpu-webgl.md	Write premultiplied colors when premultipliedAlpha is true	GPU-02, GPU-26
10-gpu-webgl.md	Leave powerPreference at "default"; ask for "high-performance" only with evidence	GPU-04
10-gpu-webgl.md	Probe failIfMajorPerformanceCaveat to detect software rendering	GPU-04, GPU-01 (the Firefox detail dropped: Chromium target)
10-gpu-webgl.md	Use desynchronized only for pen-latency work, and only where Chrome honors it	-> gpu-canvas-and-frames.md (CNV-17); GPU-02 keeps the WebGL flag out of defaults
10-gpu-webgl.md	Size the backing store in device pixels, and only when the size changes	-> gpu-canvas-and-frames.md (CNV-04)
10-gpu-webgl.md	Cap the pixel count: limit devicePixelRatio or render to a smaller back buffer	-> gpu-canvas-and-frames.md (CNV-05)
10-gpu-webgl.md	Render many charts through one context with viewport + scissor	GPU-03
10-gpu-webgl.md	Lose the context of a destroyed chart explicitly	GPU-30
10-gpu-webgl.md	Handle context loss and restore, and keep the data needed to rebuild	GPU-29
10-gpu-webgl.md	Move rendering to an OffscreenCanvas in a worker when the main thread is busy	-> gpu-canvas-and-frames.md (CNV-18); worker context cap in GPU-03 and support.md §C
10-gpu-webgl.md	Render on demand and coalesce data ticks into one frame	-> gpu-canvas-and-frames.md (CNV-01, CNV-02)
10-gpu-webgl.md	Drive frames with requestAnimationFrame and flush only outside rAF	GPU-44
10-gpu-webgl.md	Cache static layers in a texture and redraw only the layers that change	-> gpu-canvas-and-frames.md (CNV-07)
10-gpu-webgl.md	Put fast-changing overlays and sparse text in DOM or a 2D layer	-> gpu-canvas-and-frames.md (CNV-08)
10-gpu-webgl.md	Batch draw calls by shared state; use atlases and strip joins	GPU-19, GPU-17
10-gpu-webgl.md	Use instancing for repeated marks (... bars, markers, segments) (heading shortened)	GPU-17
10-gpu-webgl.md	Draw thick lines as instanced quads, never with gl.lineWidth	GPU-18
10-gpu-webgl.md	Use WEBGL_multi_draw for many ranges with one program, with a loop fallback	GPU-20
